"Date","ISO","Country","Status","Note"
09/11/2020,"ZMB","Zambia","Fully open",
09/11/2020,"ZWE","Zimbabwe","Fully open",
16/11/2020,"ABW","Aruba","Fully open",
16/11/2020,"AFG","Afghanistan","Fully open",
16/11/2020,"AGO","Angola","Partially open",
16/11/2020,"AIA","Anguilla","Fully open",
16/11/2020,"ALB","Albania","Fully open",
16/11/2020,"AND","Andorra","Fully open",
16/11/2020,"ARE","United Arab Emirates","Partially open",
16/11/2020,"ARG","Argentina","Partially open",
16/11/2020,"ARM","Armenia","Partially open",
16/11/2020,"ATG","Antigua and Barbuda","Partially open",
16/11/2020,"AUS","Australia","Fully open",
16/11/2020,"AUT","Austria","Closed due to COVID-19",
16/11/2020,"AZE","Azerbaijan","Closed due to COVID-19",
16/11/2020,"BDI","Burundi","Fully open",
16/11/2020,"BEL","Belgium","Fully open",
16/11/2020,"BEN","Benin","Fully open",
16/11/2020,"BFA","Burkina Faso","Fully open",
16/11/2020,"BGD","Bangladesh","Closed due to COVID-19",
16/11/2020,"BGR","Bulgaria","Partially open",
16/11/2020,"BHR","Bahrain","Partially open",
16/11/2020,"BHS","Bahamas","Partially open",
16/11/2020,"BIH","Bosnia and Herzegovina","Partially open",
16/11/2020,"BLR","Belarus","Fully open",
16/11/2020,"BLZ","Belize","Partially open",
16/11/2020,"BMU","Bermuda","Partially open",
16/11/2020,"BOL","Bolivia (Plurinational State of)","Closed due to COVID-19",
16/11/2020,"BRA","Brazil","Closed due to COVID-19",
16/11/2020,"BRB","Barbados","Partially open",
16/11/2020,"BRN","Brunei Darussalam","Fully open",
16/11/2020,"BTN","Bhutan","Partially open",
16/11/2020,"BWA","Botswana","Fully open",
16/11/2020,"CAF","Central African republic","Fully open",
16/11/2020,"CAN","Canada","Partially open",
16/11/2020,"CHE","Switzerland","Fully open",
16/11/2020,"CHL","Chile","Partially open",
16/11/2020,"CHN","China","Fully open",
16/11/2020,"CIV","Cote d'Ivoire","Fully open",
16/11/2020,"CMR","Cameroon","Fully open",
16/11/2020,"COD","Democratic Republic of the Congo","Fully open",
16/11/2020,"COG","Congo","Fully open",
16/11/2020,"COK","Cook Islands","Fully open",
16/11/2020,"COL","Colombia","Partially open",
16/11/2020,"COM","Comoros","Closed due to COVID-19",
16/11/2020,"CPV","Cabo Verde","Fully open",
16/11/2020,"CRI","Costa Rica","Closed due to COVID-19",
16/11/2020,"CUB","Cuba","Fully open",
16/11/2020,"CUW","Curaçao","Fully open",
16/11/2020,"CYM","Cayman Islands","Fully open",
16/11/2020,"CYP","Cyprus","Partially open",
16/11/2020,"CZE","Czechia","Closed due to COVID-19",
16/11/2020,"DEU","Germany","Fully open",
16/11/2020,"DJI","Djibouti","Fully open",
16/11/2020,"DMA","Dominica","Fully open",
16/11/2020,"DNK","Denmark","Fully open",
16/11/2020,"DOM","Dominican Republic","Closed due to COVID-19",
16/11/2020,"DZA","Algeria","Fully open",
16/11/2020,"ECU","Ecuador","Closed due to COVID-19",
16/11/2020,"EGY","Egypt","Fully open",
16/11/2020,"ERI","Eritrea","Partially open",
16/11/2020,"ESP","Spain","Fully open",
16/11/2020,"EST","Estonia","Fully open",
16/11/2020,"ETH","Ethiopia","Partially open",
16/11/2020,"FIN","Finland","Fully open",
16/11/2020,"FJI","Fiji","Fully open",
16/11/2020,"FRA","France","Fully open",
16/11/2020,"FRO","Faroe Islands","Fully open",
16/11/2020,"FSM","Micronesia (Federated States of)","Fully open",
16/11/2020,"GAB","Gabon","Fully open",
16/11/2020,"GBR","United Kingdom of Great Britain and Northern Ireland","Fully open",
16/11/2020,"GEO","Georgia","Partially open",
16/11/2020,"GHA","Ghana","Partially open",
16/11/2020,"GIB","Gibraltar","Fully open",
16/11/2020,"GIN","Guinea","Academic break",
16/11/2020,"GMB","Gambia","Fully open",
16/11/2020,"GNB","Guinea-Bissau","Fully open",
16/11/2020,"GNQ","Equatorial Guinea","Fully open",
16/11/2020,"GRC","Greece","Closed due to COVID-19",
16/11/2020,"GRD","Grenada","Partially open",
16/11/2020,"GRL","Greenland","Fully open",
16/11/2020,"GTM","Guatemala","Academic break",
16/11/2020,"GUY","Guyana","Partially open",
16/11/2020,"HND","Honduras","Partially open",
16/11/2020,"HRV","Croatia","Fully open",
16/11/2020,"HTI","Haiti","Fully open",
16/11/2020,"HUN","Hungary","Partially open",
16/11/2020,"IDN","Indonesia","Partially open",
16/11/2020,"IND","India","Partially open",
16/11/2020,"IRL","Ireland","Fully open",
16/11/2020,"IRN","Iran (Islamic Republic of)","Partially open",
16/11/2020,"IRQ","Iraq","Closed due to COVID-19",
16/11/2020,"ISL","Iceland","Fully open",
16/11/2020,"ISR","Israel","Partially open",
16/11/2020,"ITA","Italy","Partially open",
16/11/2020,"JAM","Jamaica","Partially open",
16/11/2020,"JOR","Jordan","Closed due to COVID-19",
16/11/2020,"JPN","Japan","Fully open",
16/11/2020,"KAZ","Kazakhstan","Partially open",
16/11/2020,"KEN","Kenya","Partially open",
16/11/2020,"KGZ","Kyrgyzstan","Partially open",
16/11/2020,"KHM","Cambodia","Partially open",
16/11/2020,"KIR","Kiribati","Fully open",
16/11/2020,"KNA","Saint Kitts and Nevis","Fully open",
16/11/2020,"KOR","Republic of Korea","Partially open",
16/11/2020,"KWT","Kuwait","Closed due to COVID-19",
16/11/2020,"LAO","Lao PDR","Fully open",
16/11/2020,"LBN","Lebanon","Partially open",
16/11/2020,"LBR","Liberia","Partially open",
16/11/2020,"LBY","Libya","Partially open",
16/11/2020,"LCA","Saint Lucia","Closed due to COVID-19",
16/11/2020,"LIE","Liechtenstein","Fully open",
16/11/2020,"LKA","Sri Lanka","Closed due to COVID-19",
16/11/2020,"LSO","Lesotho","Fully open",
16/11/2020,"LTU","Lithuania","Partially open",
16/11/2020,"LUX","Luxembourg","Fully open",
16/11/2020,"LVA","Latvia","Partially open",
16/11/2020,"MAR","Morocco","Fully open",
16/11/2020,"MCO","Monaco","Fully open",
16/11/2020,"MDA","Republic of Moldova","Fully open",
16/11/2020,"MDG","Madagascar","Fully open",
16/11/2020,"MDV","Maldives","Fully open",
16/11/2020,"MEX","Mexico","Closed due to COVID-19",
16/11/2020,"MHL","Marshall Islands","Fully open",
16/11/2020,"MKD","North Macedonia","Partially open",
16/11/2020,"MLI","Mali","Fully open",
16/11/2020,"MLT","Malta","Fully open",
16/11/2020,"MMR","Myanmar","Closed due to COVID-19",
16/11/2020,"MNE","Montenegro","Partially open",
16/11/2020,"MNG","Mongolia","Partially open",
16/11/2020,"MOZ","Mozambique","Partially open",
16/11/2020,"MRT","Mauritania","Fully open",
16/11/2020,"MSR","Montserrat","Fully open",
16/11/2020,"MUS","Mauritius","Fully open",
16/11/2020,"MWI","Malawi","Fully open",
16/11/2020,"MYS","Malaysia","Closed due to COVID-19",
16/11/2020,"NAM","Namibia","Fully open",
16/11/2020,"NER","Niger","Fully open",
16/11/2020,"NGA","Nigeria","Fully open",
16/11/2020,"NIC","Nicaragua","Fully open",
16/11/2020,"NIU","Niue","Fully open",
16/11/2020,"NLD","Netherlands","Fully open",
16/11/2020,"NOR","Norway","Fully open",
16/11/2020,"NPL","Nepal","Partially open",
16/11/2020,"NRU","Nauru","Fully open",
16/11/2020,"NZL","New Zealand","Fully open",
16/11/2020,"OMN","Oman","Partially open",
16/11/2020,"PAK","Pakistan","Fully open",
16/11/2020,"PAN","Panama","Closed due to COVID-19",
16/11/2020,"PER","Peru","Partially open",
16/11/2020,"PHL","Philippines","Closed due to COVID-19",
16/11/2020,"PLW","Palau","Fully open",
16/11/2020,"PNG","Papua New Guinea","Fully open",
16/11/2020,"POL","Poland","Closed due to COVID-19",
16/11/2020,"PRK","Democratic People's Republic of Korea","Closed due to COVID-19",
16/11/2020,"PRT","Portugal","Fully open",
16/11/2020,"PRY","Paraguay","Partially open",
16/11/2020,"PSE","Palestine","Partially open",
16/11/2020,"QAT","Qatar","Partially open",
16/11/2020,"ROU","Romania","Closed due to COVID-19",
16/11/2020,"RUS","Russian Federation","Fully open",
16/11/2020,"RWA","Rwanda","Partially open",
16/11/2020,"SAU","Saudi Arabia","Closed due to COVID-19",
16/11/2020,"SDN","Sudan","Closed due to COVID-19",
16/11/2020,"SEN","Senegal","Fully open",
16/11/2020,"SGP","Singapore","Fully open",
16/11/2020,"SJM","Svalbard","Fully open",
16/11/2020,"SLB","Solomon Islands","Fully open",
16/11/2020,"SLE","Sierra Leone","Fully open",
16/11/2020,"SLV","El Salvador","Closed due to COVID-19",
16/11/2020,"SMR","San Marino","Partially open",
16/11/2020,"SOM","Somalia","Fully open",
16/11/2020,"SRB","Serbia","Closed due to COVID-19",
16/11/2020,"SSD","South Sudan","Partially open",
16/11/2020,"STP","São Tomé and Príncipe","Fully open",
16/11/2020,"SUR","Suriname","Fully open",
16/11/2020,"SVK","Slovakia","Partially open",
16/11/2020,"SVN","Slovenia","Closed due to COVID-19",
16/11/2020,"SWE","Sweden","Fully open",
16/11/2020,"SWZ","Eswatini","Partially open",
16/11/2020,"SXM","Sint Marteen","Fully open",
16/11/2020,"SYC","Seychelles","Fully open",
16/11/2020,"SYR","Syrian Arab Republic","Partially open",
16/11/2020,"TCA","Turks and Caicos Island","Fully open",
16/11/2020,"TCD","Chad","Fully open",
16/11/2020,"TGO","Togo","Fully open",
16/11/2020,"THA","Thailand","Academic break",
16/11/2020,"TJK","Tajikistan","Fully open",
16/11/2020,"TKL","Tokelau","Fully open",
16/11/2020,"TKM","Turkmenistan","Fully open",
16/11/2020,"TLS","Timor-Leste","Fully open",
16/11/2020,"TON","Tonga","Fully open",
16/11/2020,"TTO","Trinidad and Tobago","Partially open",
16/11/2020,"TUN","Tunisia","Partially open",
16/11/2020,"TUR","Turkey","Partially open",
16/11/2020,"TUV","Tuvalu","Fully open",
16/11/2020,"TZA","United Republic of Tanzania","Fully open",
16/11/2020,"UGA","Uganda","Partially open",
16/11/2020,"UKR","Ukraine","Fully open",
16/11/2020,"URY","Uruguay","Fully open",
16/11/2020,"USA","United States of America","Partially open",
16/11/2020,"UZB","Uzbekistan","Fully open",
16/11/2020,"VCT","Saint Vincent and the Grenadines","Fully open",
16/11/2020,"VEN","Venezuela","Closed due to COVID-19",
16/11/2020,"VGB","British Virgin Islands","Partially open",
16/11/2020,"VNM","Viet Nam","Fully open",
16/11/2020,"VUT","Vanuatu","Fully open",
16/11/2020,"WSM","Samoa","Fully open",
16/11/2020,"YEM","Yemen","Fully open",
16/11/2020,"ZAF","South Africa","Fully open",
16/11/2020,"ZMB","Zambia","Fully open",
16/11/2020,"ZWE","Zimbabwe","Fully open",
23/11/2020,"ABW","Aruba","Fully open",
23/11/2020,"AFG","Afghanistan","Academic break",
23/11/2020,"AGO","Angola","Partially open",
23/11/2020,"AIA","Anguilla","Fully open",
23/11/2020,"ALB","Albania","Fully open",
23/11/2020,"AND","Andorra","Fully open",
23/11/2020,"ARE","United Arab Emirates","Partially open",
23/11/2020,"ARG","Argentina","Partially open",
23/11/2020,"ARM","Armenia","Partially open",
23/11/2020,"ATG","Antigua and Barbuda","Partially open",
23/11/2020,"AUS","Australia","Fully open",
23/11/2020,"AUT","Austria","Closed due to COVID-19",
23/11/2020,"AZE","Azerbaijan","Closed due to COVID-19",
23/11/2020,"BDI","Burundi","Fully open",
23/11/2020,"BEL","Belgium","Fully open",
23/11/2020,"BEN","Benin","Fully open",
23/11/2020,"BFA","Burkina Faso","Fully open",
23/11/2020,"BGD","Bangladesh","Closed due to COVID-19",
23/11/2020,"BGR","Bulgaria","Partially open",
23/11/2020,"BHR","Bahrain","Partially open",
23/11/2020,"BHS","Bahamas","Partially open",
23/11/2020,"BIH","Bosnia and Herzegovina","Partially open",
23/11/2020,"BLR","Belarus","Fully open",
23/11/2020,"BLZ","Belize","Partially open",
23/11/2020,"BMU","Bermuda","Partially open",
23/11/2020,"BOL","Bolivia (Plurinational State of)","Closed due to COVID-19",
23/11/2020,"BRA","Brazil","Closed due to COVID-19",
23/11/2020,"BRB","Barbados","Partially open",
23/11/2020,"BRN","Brunei Darussalam","Fully open",
23/11/2020,"BTN","Bhutan","Partially open",
23/11/2020,"BWA","Botswana","Fully open",
23/11/2020,"CAF","Central African republic","Fully open",
23/11/2020,"CAN","Canada","Partially open",
23/11/2020,"CHE","Switzerland","Fully open",
23/11/2020,"CHL","Chile","Partially open",
23/11/2020,"CHN","China","Fully open",
23/11/2020,"CIV","Cote d'Ivoire","Fully open",
23/11/2020,"CMR","Cameroon","Fully open",
23/11/2020,"COD","Democratic Republic of the Congo","Fully open",
23/11/2020,"COG","Congo","Fully open",
23/11/2020,"COK","Cook Islands","Fully open",
23/11/2020,"COL","Colombia","Partially open",
23/11/2020,"COM","Comoros","Closed due to COVID-19",
23/11/2020,"CPV","Cabo Verde","Fully open",
23/11/2020,"CRI","Costa Rica","Closed due to COVID-19",
23/11/2020,"CUB","Cuba","Fully open",
23/11/2020,"CUW","Curaçao","Fully open",
23/11/2020,"CYM","Cayman Islands","Fully open",
23/11/2020,"CYP","Cyprus","Partially open",
23/11/2020,"CZE","Czechia","Partially open",
23/11/2020,"DEU","Germany","Fully open",
23/11/2020,"DJI","Djibouti","Fully open",
23/11/2020,"DMA","Dominica","Fully open",
23/11/2020,"DNK","Denmark","Fully open",
23/11/2020,"DOM","Dominican Republic","Closed due to COVID-19",
23/11/2020,"DZA","Algeria","Fully open",
23/11/2020,"ECU","Ecuador","Closed due to COVID-19",
23/11/2020,"EGY","Egypt","Fully open",
23/11/2020,"ERI","Eritrea","Partially open",
23/11/2020,"ESP","Spain","Fully open",
23/11/2020,"EST","Estonia","Fully open",
23/11/2020,"ETH","Ethiopia","Partially open",
23/11/2020,"FIN","Finland","Fully open",
23/11/2020,"FJI","Fiji","Fully open",
23/11/2020,"FRA","France","Fully open",
23/11/2020,"FRO","Faroe Islands","Fully open",
23/11/2020,"FSM","Micronesia (Federated States of)","Fully open",
23/11/2020,"GAB","Gabon","Fully open",
23/11/2020,"GBR","United Kingdom of Great Britain and Northern Ireland","Fully open",
23/11/2020,"GEO","Georgia","Partially open",
23/11/2020,"GHA","Ghana","Partially open",
23/11/2020,"GIB","Gibraltar","Fully open",
23/11/2020,"GIN","Guinea","Academic break",
23/11/2020,"GMB","Gambia","Fully open",
23/11/2020,"GNB","Guinea-Bissau","Fully open",
23/11/2020,"GNQ","Equatorial Guinea","Fully open",
23/11/2020,"GRC","Greece","Closed due to COVID-19",
23/11/2020,"GRD","Grenada","Partially open",
23/11/2020,"GRL","Greenland","Fully open",
23/11/2020,"GTM","Guatemala","Academic break",
23/11/2020,"GUY","Guyana","Partially open",
23/11/2020,"HND","Honduras","Partially open",
23/11/2020,"HRV","Croatia","Fully open",
23/11/2020,"HTI","Haiti","Fully open",
23/11/2020,"HUN","Hungary","Partially open",
23/11/2020,"IDN","Indonesia","Partially open",
23/11/2020,"IND","India","Partially open",
23/11/2020,"IRL","Ireland","Fully open",
23/11/2020,"IRN","Iran (Islamic Republic of)","Partially open",
23/11/2020,"IRQ","Iraq","Closed due to COVID-19",
23/11/2020,"ISL","Iceland","Fully open",
23/11/2020,"ISR","Israel","Partially open",
23/11/2020,"ITA","Italy","Partially open",
23/11/2020,"JAM","Jamaica","Partially open",
23/11/2020,"JOR","Jordan","Closed due to COVID-19",
23/11/2020,"JPN","Japan","Fully open",
23/11/2020,"KAZ","Kazakhstan","Partially open",
23/11/2020,"KEN","Kenya","Partially open",
23/11/2020,"KGZ","Kyrgyzstan","Partially open",
23/11/2020,"KHM","Cambodia","Fully open",
23/11/2020,"KIR","Kiribati","Fully open",
23/11/2020,"KNA","Saint Kitts and Nevis","Fully open",
23/11/2020,"KOR","Republic of Korea","Partially open",
23/11/2020,"KWT","Kuwait","Closed due to COVID-19",
23/11/2020,"LAO","Lao PDR","Fully open",
23/11/2020,"LBN","Lebanon","Closed due to COVID-19",
23/11/2020,"LBR","Liberia","Partially open",
23/11/2020,"LBY","Libya","Partially open",
23/11/2020,"LCA","Saint Lucia","Closed due to COVID-19",
23/11/2020,"LIE","Liechtenstein","Fully open",
23/11/2020,"LKA","Sri Lanka","Partially open",
23/11/2020,"LSO","Lesotho","Fully open",
23/11/2020,"LTU","Lithuania","Partially open",
23/11/2020,"LUX","Luxembourg","Fully open",
23/11/2020,"LVA","Latvia","Partially open",
23/11/2020,"MAR","Morocco","Fully open",
23/11/2020,"MCO","Monaco","Fully open",
23/11/2020,"MDA","Republic of Moldova","Fully open",
23/11/2020,"MDG","Madagascar","Fully open",
23/11/2020,"MDV","Maldives","Fully open",
23/11/2020,"MEX","Mexico","Closed due to COVID-19",
23/11/2020,"MHL","Marshall Islands","Fully open",
23/11/2020,"MKD","North Macedonia","Partially open",
23/11/2020,"MLI","Mali","Fully open",
23/11/2020,"MLT","Malta","Fully open",
23/11/2020,"MMR","Myanmar","Closed due to COVID-19",
23/11/2020,"MNE","Montenegro","Partially open",
23/11/2020,"MNG","Mongolia","Partially open",
23/11/2020,"MOZ","Mozambique","Partially open",
23/11/2020,"MRT","Mauritania","Fully open",
23/11/2020,"MSR","Montserrat","Fully open",
23/11/2020,"MUS","Mauritius","Fully open",
23/11/2020,"MWI","Malawi","Fully open",
23/11/2020,"MYS","Malaysia","Closed due to COVID-19",
23/11/2020,"NAM","Namibia","Fully open",
23/11/2020,"NER","Niger","Fully open",
23/11/2020,"NGA","Nigeria","Fully open",
23/11/2020,"NIC","Nicaragua","Fully open",
23/11/2020,"NIU","Niue","Fully open",
23/11/2020,"NLD","Netherlands","Fully open",
23/11/2020,"NOR","Norway","Fully open",
23/11/2020,"NPL","Nepal","Partially open",
23/11/2020,"NRU","Nauru","Fully open",
23/11/2020,"NZL","New Zealand","Fully open",
23/11/2020,"OMN","Oman","Partially open",
23/11/2020,"PAK","Pakistan","Fully open",
23/11/2020,"PAN","Panama","Closed due to COVID-19",
23/11/2020,"PER","Peru","Partially open",
23/11/2020,"PHL","Philippines","Closed due to COVID-19",
23/11/2020,"PLW","Palau","Fully open",
23/11/2020,"PNG","Papua New Guinea","Fully open",
23/11/2020,"POL","Poland","Closed due to COVID-19",
23/11/2020,"PRK","Democratic People's Republic of Korea","Closed due to COVID-19",
23/11/2020,"PRT","Portugal","Fully open",
23/11/2020,"PRY","Paraguay","Partially open",
23/11/2020,"PSE","Palestine","Partially open",
23/11/2020,"QAT","Qatar","Partially open",
23/11/2020,"ROU","Romania","Closed due to COVID-19",
23/11/2020,"RUS","Russian Federation","Fully open",
23/11/2020,"RWA","Rwanda","Partially open",
23/11/2020,"SAU","Saudi Arabia","Closed due to COVID-19",
23/11/2020,"SDN","Sudan","Partially open",
23/11/2020,"SEN","Senegal","Fully open",
23/11/2020,"SGP","Singapore","Academic break",
23/11/2020,"SJM","Svalbard","Fully open",
23/11/2020,"SLB","Solomon Islands","Fully open",
23/11/2020,"SLE","Sierra Leone","Fully open",
23/11/2020,"SLV","El Salvador","Closed due to COVID-19",
23/11/2020,"SMR","San Marino","Partially open",
23/11/2020,"SOM","Somalia","Fully open",
23/11/2020,"SRB","Serbia","Closed due to COVID-19",
23/11/2020,"SSD","South Sudan","Partially open",
23/11/2020,"STP","São Tomé and Príncipe","Fully open",
23/11/2020,"SUR","Suriname","Fully open",
23/11/2020,"SVK","Slovakia","Partially open",
23/11/2020,"SVN","Slovenia","Closed due to COVID-19",
23/11/2020,"SWE","Sweden","Fully open",
23/11/2020,"SWZ","Eswatini","Partially open",
23/11/2020,"SXM","Sint Marteen","Fully open",
23/11/2020,"SYC","Seychelles","Fully open",
23/11/2020,"SYR","Syrian Arab Republic","Partially open",
23/11/2020,"TCA","Turks and Caicos Island","Fully open",
23/11/2020,"TCD","Chad","Fully open",
23/11/2020,"TGO","Togo","Fully open",
23/11/2020,"THA","Thailand","Academic break",
23/11/2020,"TJK","Tajikistan","Fully open",
23/11/2020,"TKL","Tokelau","Fully open",
23/11/2020,"TKM","Turkmenistan","Fully open",
23/11/2020,"TLS","Timor-Leste","Fully open",
23/11/2020,"TON","Tonga","Fully open",
23/11/2020,"TTO","Trinidad and Tobago","Partially open",
23/11/2020,"TUN","Tunisia","Partially open",
23/11/2020,"TUR","Turkey","Closed due to COVID-19",
23/11/2020,"TUV","Tuvalu","Academic break",
23/11/2020,"TZA","United Republic of Tanzania","Fully open",
23/11/2020,"UGA","Uganda","Partially open",
23/11/2020,"UKR","Ukraine","Fully open",
23/11/2020,"URY","Uruguay","Fully open",
23/11/2020,"USA","United States of America","Partially open",
23/11/2020,"UZB","Uzbekistan","Fully open",
23/11/2020,"VCT","Saint Vincent and the Grenadines","Fully open",
23/11/2020,"VEN","Venezuela","Closed due to COVID-19",
23/11/2020,"VGB","British Virgin Islands","Partially open",
23/11/2020,"VNM","Viet Nam","Fully open",
23/11/2020,"VUT","Vanuatu","Fully open",
23/11/2020,"WSM","Samoa","Fully open",
23/11/2020,"YEM","Yemen","Fully open",
23/11/2020,"ZAF","South Africa","Fully open",
23/11/2020,"ZMB","Zambia","Fully open",
23/11/2020,"ZWE","Zimbabwe","Fully open",
30/11/2020,"ABW","Aruba","Fully open",
30/11/2020,"AFG","Afghanistan","Academic break",
30/11/2020,"AGO","Angola","Partially open",
30/11/2020,"AIA","Anguilla","Fully open",
30/11/2020,"ALB","Albania","Fully open",
30/11/2020,"AND","Andorra","Fully open",
30/11/2020,"ARE","United Arab Emirates","Partially open",
30/11/2020,"ARG","Argentina","Partially open",
30/11/2020,"ARM","Armenia","Partially open",
30/11/2020,"ATG","Antigua and Barbuda","Partially open",
30/11/2020,"AUS","Australia","Fully open",
30/11/2020,"AUT","Austria","Closed due to COVID-19",
30/11/2020,"AZE","Azerbaijan","Closed due to COVID-19",
30/11/2020,"BDI","Burundi","Fully open",
30/11/2020,"BEL","Belgium","Fully open",
30/11/2020,"BEN","Benin","Fully open",
30/11/2020,"BFA","Burkina Faso","Fully open",
30/11/2020,"BGD","Bangladesh","Closed due to COVID-19",
30/11/2020,"BGR","Bulgaria","Closed due to COVID-19",
30/11/2020,"BHR","Bahrain","Partially open",
30/11/2020,"BHS","Bahamas","Partially open",
30/11/2020,"BIH","Bosnia and Herzegovina","Partially open",
30/11/2020,"BLR","Belarus","Fully open",
30/11/2020,"BLZ","Belize","Partially open",
30/11/2020,"BMU","Bermuda","Partially open",
30/11/2020,"BOL","Bolivia (Plurinational State of)","Closed due to COVID-19",
30/11/2020,"BRA","Brazil","Closed due to COVID-19",
30/11/2020,"BRB","Barbados","Partially open",
30/11/2020,"BRN","Brunei Darussalam","Fully open",
30/11/2020,"BTN","Bhutan","Partially open",
30/11/2020,"BWA","Botswana","Fully open",
30/11/2020,"CAF","Central African republic","Fully open",
30/11/2020,"CAN","Canada","Partially open",
30/11/2020,"CHE","Switzerland","Fully open",
30/11/2020,"CHL","Chile","Partially open",
30/11/2020,"CHN","China","Fully open",
30/11/2020,"CIV","Cote d'Ivoire","Fully open",
30/11/2020,"CMR","Cameroon","Fully open",
30/11/2020,"COD","Democratic Republic of the Congo","Fully open",
30/11/2020,"COG","Congo","Fully open",
30/11/2020,"COK","Cook Islands","Fully open",
30/11/2020,"COL","Colombia","Partially open",
30/11/2020,"COM","Comoros","Fully open",
30/11/2020,"CPV","Cabo Verde","Fully open",
30/11/2020,"CRI","Costa Rica","Closed due to COVID-19",
30/11/2020,"CUB","Cuba","Fully open",
30/11/2020,"CUW","Curaçao","Fully open",
30/11/2020,"CYM","Cayman Islands","Fully open",
30/11/2020,"CYP","Cyprus","Partially open",
30/11/2020,"CZE","Czechia","Partially open",
30/11/2020,"DEU","Germany","Fully open",
30/11/2020,"DJI","Djibouti","Fully open",
30/11/2020,"DMA","Dominica","Fully open",
30/11/2020,"DNK","Denmark","Fully open",
30/11/2020,"DOM","Dominican Republic","Closed due to COVID-19",
30/11/2020,"DZA","Algeria","Fully open",
30/11/2020,"ECU","Ecuador","Closed due to COVID-19",
30/11/2020,"EGY","Egypt","Fully open",
30/11/2020,"ERI","Eritrea","Partially open",
30/11/2020,"ESP","Spain","Fully open",
30/11/2020,"EST","Estonia","Partially open",
30/11/2020,"ETH","Ethiopia","Partially open",
30/11/2020,"FIN","Finland","Fully open",
30/11/2020,"FJI","Fiji","Fully open",
30/11/2020,"FRA","France","Fully open",
30/11/2020,"FRO","Faroe Islands","Fully open",
30/11/2020,"FSM","Micronesia (Federated States of)","Fully open",
30/11/2020,"GAB","Gabon","Fully open",
30/11/2020,"GBR","United Kingdom of Great Britain and Northern Ireland","Fully open",
30/11/2020,"GEO","Georgia","Partially open",
30/11/2020,"GHA","Ghana","Partially open",
30/11/2020,"GIB","Gibraltar","Fully open",
30/11/2020,"GIN","Guinea","Academic break",
30/11/2020,"GMB","Gambia","Fully open",
30/11/2020,"GNB","Guinea-Bissau","Fully open",
30/11/2020,"GNQ","Equatorial Guinea","Fully open",
30/11/2020,"GRC","Greece","Closed due to COVID-19",
30/11/2020,"GRD","Grenada","Partially open",
30/11/2020,"GRL","Greenland","Fully open",
30/11/2020,"GTM","Guatemala","Academic break",
30/11/2020,"GUY","Guyana","Partially open",
30/11/2020,"HND","Honduras","Partially open",
30/11/2020,"HRV","Croatia","Fully open",
30/11/2020,"HTI","Haiti","Fully open",
30/11/2020,"HUN","Hungary","Partially open",
30/11/2020,"IDN","Indonesia","Partially open",
30/11/2020,"IND","India","Partially open",
30/11/2020,"IRL","Ireland","Fully open",
30/11/2020,"IRN","Iran (Islamic Republic of)","Partially open",
30/11/2020,"IRQ","Iraq","Partially open",
30/11/2020,"ISL","Iceland","Fully open",
30/11/2020,"ISR","Israel","Partially open",
30/11/2020,"ITA","Italy","Partially open",
30/11/2020,"JAM","Jamaica","Partially open",
30/11/2020,"JOR","Jordan","Closed due to COVID-19",
30/11/2020,"JPN","Japan","Fully open",
30/11/2020,"KAZ","Kazakhstan","Partially open",
30/11/2020,"KEN","Kenya","Partially open",
30/11/2020,"KGZ","Kyrgyzstan","Partially open",
30/11/2020,"KHM","Cambodia","Academic break",
30/11/2020,"KIR","Kiribati","Fully open",
30/11/2020,"KNA","Saint Kitts and Nevis","Fully open",
30/11/2020,"KOR","Republic of Korea","Partially open",
30/11/2020,"KWT","Kuwait","Closed due to COVID-19",
30/11/2020,"LAO","Lao PDR","Fully open",
30/11/2020,"LBN","Lebanon","Partially open",
30/11/2020,"LBR","Liberia","Fully open",
30/11/2020,"LBY","Libya","Partially open",
30/11/2020,"LCA","Saint Lucia","Closed due to COVID-19",
30/11/2020,"LIE","Liechtenstein","Fully open",
30/11/2020,"LKA","Sri Lanka","Partially open",
30/11/2020,"LSO","Lesotho","Fully open",
30/11/2020,"LTU","Lithuania","Partially open",
30/11/2020,"LUX","Luxembourg","Fully open",
30/11/2020,"LVA","Latvia","Partially open",
30/11/2020,"MAR","Morocco","Fully open",
30/11/2020,"MCO","Monaco","Fully open",
30/11/2020,"MDA","Republic of Moldova","Fully open",
30/11/2020,"MDG","Madagascar","Fully open",
30/11/2020,"MDV","Maldives","Fully open",
30/11/2020,"MEX","Mexico","Closed due to COVID-19",
30/11/2020,"MHL","Marshall Islands","Fully open",
30/11/2020,"MKD","North Macedonia","Partially open",
30/11/2020,"MLI","Mali","Fully open",
30/11/2020,"MLT","Malta","Fully open",
30/11/2020,"MMR","Myanmar","Closed due to COVID-19",
30/11/2020,"MNE","Montenegro","Partially open",
30/11/2020,"MNG","Mongolia","Partially open",
30/11/2020,"MOZ","Mozambique","Partially open",
30/11/2020,"MRT","Mauritania","Fully open",
30/11/2020,"MSR","Montserrat","Fully open",
30/11/2020,"MUS","Mauritius","Fully open",
30/11/2020,"MWI","Malawi","Fully open",
30/11/2020,"MYS","Malaysia","Closed due to COVID-19",
30/11/2020,"NAM","Namibia","Fully open",
30/11/2020,"NER","Niger","Fully open",
